src/bgame/bg_misctables.cpp	392	unsigned char*	_WORD*	pStruct	54	108	*((_WORD *)pStruct + 54) = ia;
src/bgame/bg_misctables.cpp	410	unsigned char*	_WORD*	pStruct	176	352	*((_WORD *)pStruct + 176) = ib;
src/bgame/bg_misctables.cpp	428	unsigned char*	unsigned int*	pStruct	1863	7452	*((unsigned int *)pStruct + 1863) = ic;
src/bgame/bg_misctables.cpp	456	unsigned char*	unsigned int*	pStruct	1797	7188	*((unsigned int *)pStruct + 1797) = 2;
src/bgame/bg_misctables.cpp	461	unsigned char*	unsigned int*	pStruct	1797	7188	*((unsigned int *)pStruct + 1797) = 1;
src/bgame/bg_misctables.cpp	485	unsigned char*	_WORD*	pStruct	32	64	*((_WORD *)pStruct + 32) = i;
src/bgame/bg_weapons.cpp	3790	const char**	_BYTE**	weapVariantDef->szXAnims	7	28	if ( **((_BYTE **)weapVariantDef->szXAnims + 7) )
src/cgame/cg_compass.cpp	2929	?	unsigned int*	color	2	8	v47 = *((unsigned int *)color + 2);
src/cgame/cg_compass.cpp	3020	?	float*	&v13	1	4	*((float *)&v13 + 1) = v14 - (float)(tapeAngleStretch * 0.5);
src/cgame/cg_compass.cpp	3023	?	float*	&v13	1	4	*((float *)&v13 + 1),
src/cgame/cg_drawtools.cpp	680	float*	unsigned int*	color	3	12	savedAlpha = *((unsigned int *)color + 3);
src/cgame/cg_drawtools.cpp	702	float*	unsigned int*	color	3	12	*((unsigned int *)color + 3) = savedAlpha;
src/cgame/cg_draw_indicators.cpp	454	long double*	float*	&v2	1	4	*((float *)&v2 + 1) = v5;
src/cgame/cg_draw_indicators.cpp	456	long double*	float*	&v2	1	4	*((float *)&v2 + 1) = 0.1f;
src/cgame/cg_draw_indicators.cpp	457	long double*	float*	&v2	1	4	color[3] = *((float *)&v2 + 1);
src/cgame/cg_event.cpp	1528	const char**	_BYTE**	weaponVariantDef->szXAnims	40	160	if (isPlayerView && ((ps->eFlags & 0x300) != 0 || !**((_BYTE **)weaponVariantDef->szXAnims + 40)))
src/cgame/cg_event.cpp	1536	const char**	_BYTE**	weaponVariantDef->szXAnims	41	164	if (isPlayerView && ((ps->eFlags & 0x300) != 0 || !**((_BYTE **)weaponVariantDef->szXAnims + 41)))
src/cgame/cg_spawn.cpp	333	LerpEntityStateCreateDynEnt*	_QWORD*	&cent->nextState.lerp.u.createDynEnt	2	16	*((_QWORD *)&cent->nextState.lerp.u.createDynEnt + 2) = 0;
src/cgame/cg_weapons.cpp	978	const char**	_BYTE**	weapVariantDef->szXAnims	65	260	if (**((_BYTE **)weapVariantDef->szXAnims + 65))
src/cgame/cg_weapons.cpp	1085	const char**	_BYTE**	weapVariantDef->szXAnims	64	256	if ( **((_BYTE **)weapVariantDef->szXAnims + 64) && XAnimIsLooped(pAnimsa, 0x40u) )
src/cgame/cg_weapons.cpp	1086	const char**	unsigned int*	weapVariantDef->szXAnims	64	256	Com_Error(ERR_DROP, "CG_RegisterWeapon: ADS anim [%s] cannot be looping", *((unsigned int *)weapVariantDef->szXAnims + 64));
src/cgame/cg_weapons.cpp	1087	const char**	_BYTE**	weapVariantDef->szXAnims	65	260	if ( **((_BYTE **)weapVariantDef->szXAnims + 65) && XAnimIsLooped(pAnimsa, 0x41u) )
src/cgame/cg_weapons.cpp	1088	const char**	unsigned int*	weapVariantDef->szXAnims	65	260	Com_Error(ERR_DROP, "CG_RegisterWeapon: ADS anim [%s] cannot be looping", *((unsigned int *)weapVariantDef->szXAnims + 65));
src/cgame/cg_weapons.cpp	1115	const char**	unsigned int*	weapVariantDef->szXAnims	1	4	return *((unsigned int *)weapVariantDef->szXAnims + 1) && **((_BYTE **)weapVariantDef->szXAnims + 1);
src/cgame/cg_weapons.cpp	1115	const char**	_BYTE**	weapVariantDef->szXAnims	1	4	return *((unsigned int *)weapVariantDef->szXAnims + 1) && **((_BYTE **)weapVariantDef->szXAnims + 1);
src/cgame/cg_weapons.cpp	2923	const char**	_BYTE**	weapVariantDef->szXAnims	65	260	else if ( **((_BYTE **)weapVariantDef->szXAnims + 65) )
src/cgame/cg_weapons.cpp	3122	const char**	_BYTE**	weapVariantDef->szXAnims	25	100	if ( **((_BYTE **)weapVariantDef->szXAnims + 25) )
src/cgame/cg_weapons.cpp	3129	const char**	_BYTE**	weapVariantDef->szXAnims	25	100	if ( **((_BYTE **)weapVariantDef->szXAnims + 25) )
src/cgame/cg_weapons.cpp	3138	const char**	_BYTE**	weapVariantDef->szXAnims	53	212	if ( **((_BYTE **)weapVariantDef->szXAnims + 53) )
src/cgame/cg_weapons.cpp	3142	const char**	_BYTE**	weapVariantDef->szXAnims	27	108	if ( **((_BYTE **)weapVariantDef->szXAnims + 27) )
src/cgame/cg_weapons.cpp	3147	const char**	_BYTE**	weapVariantDef->szXAnims	53	212	if ( **((_BYTE **)weapVariantDef->szXAnims + 53) )
src/cgame/cg_weapons.cpp	3151	const char**	_BYTE**	weapVariantDef->szXAnims	28	112	if ( **((_BYTE **)weapVariantDef->szXAnims + 28) )
src/cgame/cg_weapons.cpp	3156	const char**	_BYTE**	weapVariantDef->szXAnims	25	100	else if ( **((_BYTE **)weapVariantDef->szXAnims + 25) )
src/cgame/cg_weapons.cpp	3163	const char**	_BYTE**	weapVariantDef->szXAnims	28	112	if ( **((_BYTE **)weapVariantDef->szXAnims + 28) )
src/cgame/cg_weapons.cpp	3168	const char**	_BYTE**	weapVariantDef->szXAnims	25	100	else if ( **((_BYTE **)weapVariantDef->szXAnims + 25) )
src/cgame/cg_weapons.cpp	3177	const char**	_BYTE**	weapVariantDef->szXAnims	53	212	if ( **((_BYTE **)weapVariantDef->szXAnims + 53) )
src/cgame/cg_weapons.cpp	3181	const char**	_BYTE**	weapVariantDef->szXAnims	30	120	if ( **((_BYTE **)weapVariantDef->szXAnims + 30) )
src/cgame/cg_weapons.cpp	3186	const char**	_BYTE**	weapVariantDef->szXAnims	27	108	else if ( **((_BYTE **)weapVariantDef->szXAnims + 27) )
src/cgame/cg_weapons.cpp	3191	const char**	_BYTE**	weapVariantDef->szXAnims	53	212	if ( **((_BYTE **)weapVariantDef->szXAnims + 53) )
src/cgame/cg_weapons.cpp	3231	const char**	_BYTE**	weapVariantDef->szXAnims	45	180	if ( **((_BYTE **)weapVariantDef->szXAnims + 45) )
src/cgame/cg_weapons.cpp	3240	const char**	_BYTE**	weapVariantDef->szXAnims	54	216	if ( **((_BYTE **)weapVariantDef->szXAnims + 54) )
src/cgame/cg_weapons.cpp	3244	const char**	_BYTE**	weapVariantDef->szXAnims	46	184	if ( **((_BYTE **)weapVariantDef->szXAnims + 46) )
src/cgame/cg_weapons.cpp	3253	const char**	_BYTE**	weapVariantDef->szXAnims	55	220	if ( **((_BYTE **)weapVariantDef->szXAnims + 55) )
src/cgame/cg_weapons.cpp	3257	const char**	_BYTE**	weapVariantDef->szXAnims	47	188	if ( **((_BYTE **)weapVariantDef->szXAnims + 47) )
src/cgame/cg_weapons.cpp	3266	const char**	_BYTE**	weapVariantDef->szXAnims	56	224	if ( **((_BYTE **)weapVariantDef->szXAnims + 56) )
src/cgame/cg_weapons.cpp	3270	const char**	_BYTE**	weapVariantDef->szXAnims	48	192	if ( **((_BYTE **)weapVariantDef->szXAnims + 48) )
src/cgame/cg_weapons.cpp	3275	const char**	_BYTE**	weapVariantDef->szXAnims	45	180	else if ( **((_BYTE **)weapVariantDef->szXAnims + 45) )
src/cgame/cg_weapons.cpp	3284	const char**	_BYTE**	weapVariantDef->szXAnims	54	216	if ( **((_BYTE **)weapVariantDef->szXAnims + 54) )
src/cgame/cg_weapons.cpp	3288	const char**	_BYTE**	weapVariantDef->szXAnims	49	196	if ( **((_BYTE **)weapVariantDef->szXAnims + 49) )
src/cgame/cg_weapons.cpp	3293	const char**	_BYTE**	weapVariantDef->szXAnims	46	184	else if ( **((_BYTE **)weapVariantDef->szXAnims + 46) )
src/cgame/cg_weapons.cpp	3302	const char**	_BYTE**	weapVariantDef->szXAnims	55	220	if ( **((_BYTE **)weapVariantDef->szXAnims + 55) )
src/cgame/cg_weapons.cpp	3306	const char**	_BYTE**	weapVariantDef->szXAnims	50	200	if ( **((_BYTE **)weapVariantDef->szXAnims + 50) )
src/cgame/cg_weapons.cpp	3311	const char**	_BYTE**	weapVariantDef->szXAnims	47	188	else if ( **((_BYTE **)weapVariantDef->szXAnims + 47) )
